,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
67,0,2020/7/15,0,3506364,3582184,3654445,3716980,3777456,3839546,3904066,3974630,4043070,4116393,4181308,4236083,4292934,4359391,4431244,3493354.0,3556081.0,3619676.0,3684060.0,3749153.0,3814896.0,3881220.0,3948052.0,4015341.0,4083081.0,4151279.0,4219935.0,4288985.0,4358376.0,4427991.0
68,0,2020/7/16,0,3582184,3654445,3716980,3777456,3839546,3904066,3974630,4043070,4116393,4181308,4236083,4292934,4359391,4431244,4498701,3562899.0,3627871.0,3693745.0,3760445.0,3827921.0,3896108.0,3964942.0,4034378.0,4104357.0,4174892.0,4245981.0,4317567.0,4389606.0,4461989.0,4534714.0
69,0,2020/7/17,0,3654445,3716980,3777456,3839546,3904066,3974630,4043070,4116393,4181308,4236083,4292934,4359391,4431244,4498701,4567420,3643409.0,3711744.0,3781097.0,3851430.0,3922687.0,3994818.0,4067747.0,4141428.0,4215773.0,4290776.0,4366381.0,4442536.0,4519133.0,4596157.0,4673570.0
70,0,2020/7/18,0,3716980,3777456,3839546,3904066,3974630,4043070,4116393,4181308,4236083,4292934,4359391,4431244,4498701,4567420,4623604,3716305.0,3785931.0,3856554.0,3928121.0,4000582.0,4073864.0,4147919.0,4222662.0,4298026.0,4373951.0,4450386.0,4527227.0,4604456.0,4682031.0,4759941.0
71,0,2020/7/19,0,3777456,3839546,3904066,3974630,4043070,4116393,4181308,4236083,4292934,4359391,4431244,4498701,4567420,4623604,4669149,3778264.0,3845876.0,3914184.0,3983125.0,4052612.0,4122586.0,4192946.0,4263613.0,4334502.0,4405552.0,4476653.0,4547772.0,4618859.0,4689886.0,4760861.0
72,0,2020/7/20,0,3839546,3904066,3974630,4043070,4116393,4181308,4236083,4292934,4359391,4431244,4498701,4567420,4623604,4669149,4714678,3839199.0,3905210.0,3971098.0,4036793.0,4102187.0,4167208.0,4231842.0,4295948.0,4359455.0,4422275.0,4484339.0,4545578.0,4605930.0,4665336.0,4723732.0
73,0,2020/7/21,0,3904066,3974630,4043070,4116393,4181308,4236083,4292934,4359391,4431244,4498701,4567420,4623604,4669149,4714678,4773479,3901025.0,3967329.0,4033534.0,4099552.0,4165333.0,4230881.0,4296089.0,4360799.0,4424927.0,4488405.0,4551164.0,4613138.0,4674261.0,4734459.0,4793665.0
74,0,2020/7/22,0,3974630,4043070,4116393,4181308,4236083,4292934,4359391,4431244,4498701,4567420,4623604,4669149,4714678,4773479,4827936,3965612.0,4031927.0,4098075.0,4164011.0,4229739.0,4295163.0,4360143.0,4424501.0,4488225.0,4551245.0,4613494.0,4674906.0,4735405.0,4794920.0,4853389.0
75,0,2020/7/23,0,4043070,4116393,4181308,4236083,4292934,4359391,4431244,4498701,4567420,4623604,4669149,4714678,4773479,4827936,4887293,4037532.0,4105056.0,4172630.0,4240223.0,4307755.0,4375134.0,4442242.0,4509038.0,4575454.0,4641439.0,4706950.0,4771925.0,4836294.0,4899985.0,4962954.0
76,0,2020/7/24,0,4116393,4181308,4236083,4292934,4359391,4431244,4498701,4567420,4623604,4669149,4714678,4773479,4827936,4887293,4946590,4106158.0,4173408.0,4240553.0,4307508.0,4374163.0,4440377.0,4506091.0,4571235.0,4635754.0,4699587.0,4762663.0,4824909.0,4886258.0,4946660.0,5006065.0
77,0,2020/7/25,0,4181308,4236083,4292934,4359391,4431244,4498701,4567420,4623604,4669149,4714678,4773479,4827936,4887293,4946590,5000709,4179611.0,4246443.0,4312925.0,4378922.0,4444268.0,4508871.0,4572625.0,4635580.0,4697631.0,4758701.0,4818717.0,4877615.0,4935349.0,4991877.0,5047167.0
78,0,2020/7/26,0,4236083,4292934,4359391,4431244,4498701,4567420,4623604,4669149,4714678,4773479,4827936,4887293,4946590,5000709,5046463,4245112.0,4310819.0,4375951.0,4440342.0,4503894.0,4566492.0,4628159.0,4688857.0,4748504.0,4807031.0,4864378.0,4920503.0,4975372.0,5028959.0,5081236.0
79,0,2020/7/27,0,4292934,4359391,4431244,4498701,4567420,4623604,4669149,4714678,4773479,4827936,4887293,4946590,5000709,5046463,5094087,4298356.0,4362175.0,4425225.0,4487417.0,4548648.0,4608943.0,4668273.0,4726495.0,4783594.0,4839517.0,4894223.0,4947681.0,4999868.0,5050757.0,5100321.0
80,0,2020/7/28,0,4359391,4431244,4498701,4567420,4623604,4669149,4714678,4773479,4827936,4887293,4946590,5000709,5046463,5094087,5142088,4354455.0,4418229.0,4481616.0,4544529.0,4606910.0,4668694.0,4729819.0,4790270.0,4850021.0,4909041.0,4967295.0,5024813.0,5081597.0,5137604.0,5192769.0
81,0,2020/7/29,0,4431244,4498701,4567420,4623604,4669149,4714678,4773479,4827936,4887293,4946590,5000709,5046463,5094087,5142088,5198137,4420688.0,4484851.0,4548607.0,4611880.0,4674600.0,4736705.0,4798199.0,4859076.0,4919304.0,4978851.0,5037754.0,5096017.0,5153596.0,5210425.0,5266425.0
82,0,2020/7/30,0,4498701,4567420,4623604,4669149,4714678,4773479,4827936,4887293,4946590,5000709,5046463,5094087,5142088,5198137,5249451,4491236.0,4554901.0,4617996.0,4680502.0,4742336.0,4803395.0,4863552.0,4922695.0,4980891.0,5038112.0,5094323.0,5149475.0,5203522.0,5256422.0,5308144.0
